"Time","Source","Destiny","SrcPort","DstPort","Protocol","Frame","Ack"
"3.031054","192.168.122.20","192.168.121.10","21","55956","TCP","390","384"
"3.031072","192.168.121.10","192.168.122.20","55956","21","FTP","391",""
"3.031091","192.168.122.20","192.168.121.10","21","55956","TCP","392",""
"3.031099","192.168.121.10","192.168.122.20","55956","21","FTP","393",""
"3.031113","192.168.122.20","192.168.121.10","21","55956","TCP","394","389"
"3.031121","192.168.121.10","192.168.122.20","55956","21","FTP","395",""
"3.031355","192.168.122.20","192.168.121.10","21","55956","TCP","396","391"
"3.031367","192.168.121.10","192.168.122.20","55956","21","FTP","397",""
"3.031651","192.168.122.20","192.168.121.10","21","55956","TCP","398","393"
"3.031667","192.168.121.10","192.168.122.20","55956","21","FTP","399",""
"3.031726","192.168.122.20","192.168.121.10","21","55956","TCP","400","395"
"3.031737","192.168.121.10","192.168.122.20","55956","21","FTP","401",""
"3.031794","192.168.122.20","192.168.121.10","21","55956","TCP","402","397"
"3.031808","192.168.121.10","192.168.122.20","55956","21","FTP","403",""
"3.032027","192.168.122.20","192.168.121.10","21","55956","TCP","404","399"
"3.032049","192.168.121.10","192.168.122.20","55956","21","FTP","405",""
"3.032179","192.168.122.20","192.168.121.10","21","55956","TCP","406","401"
"3.035278","192.168.121.10","192.168.122.20","55956","21","FTP","407",""
"3.035816","192.168.122.20","192.168.121.10","21","55956","TCP","408","407"
"3.035842","192.168.121.10","192.168.122.20","55956","21","FTP","409",""
"3.036412","192.168.122.20","192.168.121.10","21","55956","TCP","410","409"
"3.036453","192.168.121.10","192.168.122.20","55956","21","FTP","411",""
"3.037066","192.168.122.20","192.168.121.10","21","55956","TCP","412","411"
"3.037524","192.168.121.10","192.168.122.20","55956","21","FTP","413",""
"3.038055","192.168.122.20","192.168.121.10","21","55956","TCP","414","413"
"3.038649","192.168.121.10","192.168.122.20","55956","21","FTP","415",""
"3.039318","192.168.122.20","192.168.121.10","21","55956","TCP","416","415"
"3.039757","192.168.121.10","192.168.122.20","55956","21","FTP","417",""
"3.040419","192.168.122.20","192.168.121.10","21","55956","TCP","418","417"
"3.040869","192.168.121.10","192.168.122.20","55956","21","FTP","419",""
"3.041409","192.168.122.20","192.168.121.10","21","55956","TCP","420","419"
"3.041968","192.168.121.10","192.168.122.20","55956","21","FTP","421",""
"3.042477","192.168.122.20","192.168.121.10","21","55956","TCP","422","421"
"3.043100","192.168.121.10","192.168.122.20","55956","21","FTP","423",""
"3.043662","192.168.122.20","192.168.121.10","21","55956","TCP","424","423"
"3.044204","192.168.121.10","192.168.122.20","55956","21","FTP","425",""
"3.060438","192.168.121.10","192.168.122.20","55956","21","FTP","426",""
"3.066859","192.168.121.10","192.168.122.20","55956","21","FTP","427",""
"3.067366","192.168.122.20","192.168.121.10","21","55956","TCP","428",""
"3.072247","192.168.121.10","192.168.122.20","55956","21","FTP","429",""
"3.072897","192.168.122.20","192.168.121.10","21","55956","TCP","430",""
"3.072926","192.168.121.10","192.168.122.20","55956","21","FTP","431",""
"3.073316","192.168.122.20","192.168.121.10","21","55956","TCP","432","425"
"3.073330","192.168.121.10","192.168.122.20","55956","21","FTP","433",""
"3.073350","192.168.121.10","192.168.122.20","55956","21","FTP","434",""
"3.073767","192.168.122.20","192.168.121.10","21","55956","TCP","435",""
"3.078702","192.168.121.10","192.168.122.20","55956","21","FTP","436",""
"3.079169","192.168.122.20","192.168.121.10","21","55956","TCP","437",""
"3.079187","192.168.121.10","192.168.122.20","55956","21","FTP","438",""
"3.079495","192.168.122.20","192.168.121.10","21","55956","TCP","439","436"
"3.079509","192.168.121.10","192.168.122.20","55956","21","FTP","440",""
"3.079765","192.168.122.20","192.168.121.10","21","55956","TCP","441","440"
"3.079793","192.168.121.10","192.168.122.20","55956","21","FTP","442",""
"3.080005","192.168.122.20","192.168.121.10","21","55956","TCP","443","442"
"3.080859","192.168.121.10","192.168.122.20","55956","21","FTP","444",""
"3.081025","192.168.122.20","192.168.121.10","21","55956","TCP","445","444"
"3.081922","192.168.121.10","192.168.122.20","55956","21","FTP","446",""
"3.082092","192.168.122.20","192.168.121.10","21","55956","TCP","447","446"
"3.083051","192.168.121.10","192.168.122.20","55956","21","FTP","448",""
"3.089513","192.168.121.10","192.168.122.20","55956","21","FTP","449",""
"3.090473","192.168.122.20","192.168.121.10","21","55956","TCP","450",""
"3.096065","192.168.121.10","192.168.122.20","55956","21","FTP","451",""
"3.096392","192.168.122.20","192.168.121.10","21","55956","TCP","452",""
"3.101442","192.168.121.10","192.168.122.20","55956","21","FTP","453",""
"3.101756","192.168.122.20","192.168.121.10","21","55956","TCP","454",""
"3.101770","192.168.121.10","192.168.122.20","55956","21","FTP","455",""
"3.101956","192.168.122.20","192.168.121.10","21","55956","TCP","456","453"
"3.101961","192.168.121.10","192.168.122.20","55956","21","FTP","457",""
"3.102100","192.168.122.20","192.168.121.10","21","55956","TCP","458","457"
"3.102493","192.168.121.10","192.168.122.20","55956","21","FTP","459",""
"3.102618","192.168.122.20","192.168.121.10","21","55956","TCP","460","459"
"3.103560","192.168.121.10","192.168.122.20","55956","21","FTP","461",""
"3.110632","192.168.121.10","192.168.122.20","55956","21","FTP","462",""
"3.110928","192.168.122.20","192.168.121.10","21","55956","TCP","463",""
"3.117134","192.168.121.10","192.168.122.20","55956","21","FTP","464",""
"3.122816","192.168.121.10","192.168.122.20","55956","21","FTP","465",""
"3.123277","192.168.122.20","192.168.121.10","21","55956","TCP","466",""
"3.123299","192.168.121.10","192.168.122.20","55956","21","FTP","467",""
"3.123475","192.168.122.20","192.168.121.10","21","55956","TCP","468","462"
"3.123486","192.168.121.10","192.168.122.20","55956","21","FTP","469",""
"3.123497","192.168.121.10","192.168.122.20","55956","21","FTP","470",""
"3.123654","192.168.122.20","192.168.121.10","21","55956","TCP","471","465"
"3.123660","192.168.122.20","192.168.121.10","21","55956","TCP","472","470"
"3.123870","192.168.121.10","192.168.122.20","55956","21","FTP","473",""
"3.124027","192.168.122.20","192.168.121.10","21","55956","TCP","474","473"
"3.124971","192.168.121.10","192.168.122.20","55956","21","FTP","475",""
"3.125262","192.168.122.20","192.168.121.10","21","55956","TCP","476","475"
"3.126085","192.168.121.10","192.168.122.20","55956","21","FTP","477",""
"3.127284","192.168.122.20","192.168.121.10","21","55956","TCP","478","477"
"3.127684","192.168.121.10","192.168.122.20","55956","21","FTP","479",""
"3.127926","192.168.122.20","192.168.121.10","21","55956","TCP","480","479"
"3.128696","192.168.121.10","192.168.122.20","55956","21","FTP","481",""
"3.135231","192.168.121.10","192.168.122.20","55956","21","FTP","482",""
"3.135537","192.168.122.20","192.168.121.10","21","55956","TCP","483",""
"3.141763","192.168.121.10","192.168.122.20","55956","21","FTP","484",""
"3.142134","192.168.122.20","192.168.121.10","21","55956","TCP","485",""
"3.147329","192.168.121.10","192.168.122.20","55956","21","FTP","486",""
"3.330287","192.168.121.10","192.168.122.20","55956","21","FTP","487",""
"3.738328","192.168.121.10","192.168.122.20","55956","21","FTP","488",""
"3.738822","192.168.122.20","192.168.121.10","21","55956","TCP","489","486"
"3.738843","192.168.121.10","192.168.122.20","55956","21","FTP","490",""
"3.738856","192.168.121.10","192.168.122.20","55956","21","FTP","491",""
"3.739202","192.168.122.20","192.168.121.10","21","55956","TCP","492","490"
"3.739216","192.168.121.10","192.168.122.20","55956","21","FTP","493",""
"3.739231","192.168.121.10","192.168.122.20","55956","21","FTP","494",""
"3.739234","192.168.122.20","192.168.121.10","21","55956","TCP","495","491"
"3.739237","192.168.121.10","192.168.122.20","55956","21","FTP","496",""
"3.739239","192.168.121.10","192.168.122.20","55956","21","FTP","497",""
"3.739432","192.168.122.20","192.168.121.10","21","55956","TCP","498","493"
"3.739441","192.168.121.10","192.168.122.20","55956","21","FTP","499",""
"3.739452","192.168.121.10","192.168.122.20","55956","21","FTP","500",""
"3.739455","192.168.122.20","192.168.121.10","21","55956","TCP","501",""
"3.739460","192.168.121.10","192.168.122.20","55956","21","FTP","502",""
"3.739607","192.168.122.20","192.168.121.10","21","55956","TCP","503",""
"3.739616","192.168.121.10","192.168.122.20","55956","21","FTP","504",""
"3.739625","192.168.121.10","192.168.122.20","55956","21","FTP","505",""
"3.739628","192.168.122.20","192.168.121.10","21","55956","TCP","506",""
"3.739633","192.168.121.10","192.168.122.20","55956","21","FTP","507",""
"3.739635","192.168.122.20","192.168.121.10","21","55956","TCP","508","494"
"3.739639","192.168.121.10","192.168.122.20","55956","21","FTP","509",""
"3.739796","192.168.122.20","192.168.121.10","21","55956","TCP","510","504"
"3.739804","192.168.121.10","192.168.122.20","55956","21","FTP","511",""
"3.740047","192.168.122.20","192.168.121.10","21","55956","TCP","512",""
"3.740054","192.168.121.10","192.168.122.20","55956","21","FTP","513",""
"3.740062","192.168.121.10","192.168.122.20","55956","21","FTP","514",""
"3.740197","192.168.122.20","192.168.121.10","21","55956","TCP","515",""
"3.740204","192.168.121.10","192.168.122.20","55956","21","FTP","516",""
"3.740211","192.168.122.20","192.168.121.10","21","55956","TCP","517",""
"3.740223","192.168.121.10","192.168.122.20","55956","21","FTP","518",""
"3.740330","192.168.122.20","192.168.121.10","21","55956","TCP","519",""
"3.740336","192.168.121.10","192.168.122.20","55956","21","FTP","520",""
"3.740343","192.168.121.10","192.168.122.20","55956","21","FTP","521",""
"3.740445","192.168.122.20","192.168.121.10","21","55956","TCP","522",""
"3.740451","192.168.121.10","192.168.122.20","55956","21","FTP","523",""
"3.740458","192.168.121.10","192.168.122.20","55956","21","FTP","524",""
"3.999961","fe:54:00:9b:0a:6d","Spanning-tree-(for-bridges)_00","","","STP","525",""
"4.134330","192.168.121.10","192.168.122.20","55956","21","FTP","526",""
"4.134910","192.168.122.20","192.168.121.10","21","55956","TCP","527","524"
"4.134967","192.168.121.10","192.168.122.20","55956","21","FTP","528",""
"4.135044","192.168.121.10","192.168.122.20","55956","21","FTP","529",""
"4.135071","192.168.121.10","192.168.122.20","55956","21","FTP","530",""
"4.135093","192.168.121.10","192.168.122.20","55956","21","FTP","531",""
"4.135688","192.168.122.20","192.168.121.10","21","55956","TCP","532","528"
"4.135742","192.168.121.10","192.168.122.20","55956","21","FTP","533",""
"4.135884","192.168.122.20","192.168.121.10","21","55956","TCP","534","529"
"4.135920","192.168.121.10","192.168.122.20","55956","21","FTP","535",""
"4.135931","192.168.121.10","192.168.122.20","55956","21","FTP","536",""
"4.135935","192.168.122.20","192.168.121.10","21","55956","TCP","537",""
"4.135946","192.168.121.10","192.168.122.20","55956","21","FTP","538",""
"4.136174","192.168.122.20","192.168.121.10","21","55956","TCP","539",""
"4.136189","192.168.121.10","192.168.122.20","55956","21","FTP","540",""
"4.136201","192.168.122.20","192.168.121.10","21","55956","TCP","541",""
"4.136206","192.168.121.10","192.168.122.20","55956","21","FTP","542",""
"4.136423","192.168.122.20","192.168.121.10","21","55956","TCP","543","533"
"4.136435","192.168.121.10","192.168.122.20","55956","21","FTP","544",""
"4.136458","192.168.121.10","192.168.122.20","55956","21","FTP","545",""
"4.136464","192.168.121.10","192.168.122.20","55956","21","FTP","546",""
"4.136565","192.168.122.20","192.168.121.10","21","55956","TCP","547","544"
"4.136571","192.168.121.10","192.168.122.20","55956","21","FTP","548",""
"4.136588","192.168.122.20","192.168.121.10","21","55956","TCP","549",""
"4.136593","192.168.121.10","192.168.122.20","55956","21","FTP","550",""
"4.136609","192.168.121.10","192.168.122.20","55956","21","FTP","551",""
"4.136621","192.168.122.20","192.168.121.10","21","55956","TCP","552",""
"4.136626","192.168.121.10","192.168.122.20","55956","21","FTP","553",""
"4.136744","192.168.122.20","192.168.121.10","21","55956","TCP","554",""
"4.136752","192.168.121.10","192.168.122.20","55956","21","FTP","555",""
"4.136832","192.168.122.20","192.168.121.10","21","55956","TCP","556","548"
"4.136840","192.168.121.10","192.168.122.20","55956","21","FTP","557",""
"4.136860","192.168.121.10","192.168.122.20","55956","21","FTP","558",""
"4.136906","192.168.122.20","192.168.121.10","21","55956","TCP","559","551"
"4.136912","192.168.121.10","192.168.122.20","55956","21","FTP","560",""
"4.137079","192.168.122.20","192.168.121.10","21","55956","TCP","561",""
"4.137086","192.168.121.10","192.168.122.20","55956","21","FTP","562",""
"4.137106","192.168.121.10","192.168.122.20","55956","21","FTP","563",""
"4.137118","192.168.122.20","192.168.121.10","21","55956","TCP","564",""
"4.137123","192.168.121.10","192.168.122.20","55956","21","FTP","565",""
"4.137136","192.168.122.20","192.168.121.10","21","55956","TCP","566",""
"4.137140","192.168.121.10","192.168.122.20","55956","21","FTP","567",""
"4.137681","192.168.122.20","192.168.121.10","21","55956","TCP","568",""
"4.137741","192.168.121.10","192.168.122.20","55956","21","FTP","569",""
"4.137773","192.168.121.10","192.168.122.20","55956","21","FTP","570",""
"4.138310","192.168.122.20","192.168.121.10","21","55956","TCP","571",""
"4.138322","192.168.121.10","192.168.122.20","55956","21","FTP","572",""
"4.138345","192.168.122.20","192.168.121.10","21","55956","TCP","573",""
"4.138348","192.168.121.10","192.168.122.20","55956","21","FTP","574",""
"4.138557","192.168.122.20","192.168.121.10","21","55956","TCP","575",""
"4.138571","192.168.121.10","192.168.122.20","55956","21","FTP","576",""
"4.138585","192.168.121.10","192.168.122.20","55956","21","FTP","577",""
"4.138589","192.168.122.20","192.168.121.10","21","55956","TCP","578",""
"4.138595","192.168.121.10","192.168.122.20","55956","21","FTP","579",""
"4.138780","192.168.122.20","192.168.121.10","21","55956","TCP","580","579"
"4.138797","192.168.121.10","192.168.122.20","55956","21","FTP","581",""
"4.138810","192.168.121.10","192.168.122.20","55956","21","FTP","582",""
"4.138964","192.168.122.20","192.168.121.10","21","55956","TCP","583","581"
"4.138970","192.168.121.10","192.168.122.20","55956","21","FTP","584",""
"4.138979","192.168.121.10","192.168.122.20","55956","21","FTP","585",""
"4.138982","192.168.122.20","192.168.121.10","21","55956","TCP","586","582"
"4.138987","192.168.121.10","192.168.122.20","55956","21","FTP","587",""
"4.139152","192.168.122.20","192.168.121.10","21","55956","TCP","588","584"
"4.139156","192.168.121.10","192.168.122.20","55956","21","FTP","589",""
"4.139161","192.168.122.20","192.168.121.10","21","55956","TCP","590","585"
"4.139164","192.168.122.20","192.168.121.10","21","55956","TCP","591","587"
"4.139250","192.168.122.20","192.168.121.10","21","55956","TCP","592","589"
"4.139957","192.168.121.10","192.168.122.20","55956","21","FTP","593",""
"4.140090","192.168.122.20","192.168.121.10","21","55956","TCP","594","593"
"4.141036","192.168.121.10","192.168.122.20","55956","21","FTP","595",""
"4.141160","192.168.122.20","192.168.121.10","21","55956","TCP","596","595"
"4.142117","192.168.121.10","192.168.122.20","55956","21","FTP","597",""
"4.142281","192.168.122.20","192.168.121.10","21","55956","TCP","598","597"
"4.143200","192.168.121.10","192.168.122.20","55956","21","FTP","599",""
"4.143337","192.168.122.20","192.168.121.10","21","55956","TCP","600","599"
"4.144282","192.168.121.10","192.168.122.20","55956","21","FTP","601",""
"4.150820","192.168.121.10","192.168.122.20","55956","21","FTP","602",""
"4.151167","192.168.122.20","192.168.121.10","21","55956","TCP","603",""
"4.157651","192.168.121.10","192.168.122.20","55956","21","FTP","604",""
"4.163219","192.168.121.10","192.168.122.20","55956","21","FTP","605",""
"4.163708","192.168.122.20","192.168.121.10","21","55956","TCP","606",""
"4.163726","192.168.121.10","192.168.122.20","55956","21","FTP","607",""
"4.163941","192.168.122.20","192.168.121.10","21","55956","TCP","608","605"
"4.163955","192.168.121.10","192.168.122.20","55956","21","FTP","609",""
"4.164096","192.168.122.20","192.168.121.10","21","55956","TCP","610","609"
"4.164279","192.168.121.10","192.168.122.20","55956","21","FTP","611",""
"4.164412","192.168.122.20","192.168.121.10","21","55956","TCP","612","611"
"4.165355","192.168.121.10","192.168.122.20","55956","21","FTP","613",""
"4.165485","192.168.122.20","192.168.121.10","21","55956","TCP","614","613"
"4.166436","192.168.121.10","192.168.122.20","55956","21","FTP","615",""
"4.166559","192.168.122.20","192.168.121.10","21","55956","TCP","616","615"
"4.167516","192.168.121.10","192.168.122.20","55956","21","FTP","617",""
"4.167665","192.168.122.20","192.168.121.10","21","55956","TCP","618","617"
"4.168598","192.168.121.10","192.168.122.20","55956","21","FTP","619",""
"4.168740","192.168.122.20","192.168.121.10","21","55956","TCP","620","619"
"4.169679","192.168.121.10","192.168.122.20","55956","21","FTP","621",""
"4.169821","192.168.122.20","192.168.121.10","21","55956","TCP","622","621"
"4.170761","192.168.121.10","192.168.122.20","55956","21","FTP","623",""
"4.170900","192.168.122.20","192.168.121.10","21","55956","TCP","624","623"
"4.171841","192.168.121.10","192.168.122.20","55956","21","FTP","625",""
"4.178346","192.168.121.10","192.168.122.20","55956","21","FTP","626",""
"4.178645","192.168.122.20","192.168.121.10","21","55956","TCP","627",""
"4.185105","192.168.121.10","192.168.122.20","55956","21","FTP","628",""
"4.185603","192.168.122.20","192.168.121.10","21","55956","TCP","629",""
"4.190699","192.168.121.10","192.168.122.20","55956","21","FTP","630",""
"4.191103","192.168.122.20","192.168.121.10","21","55956","TCP","631",""
"4.191119","192.168.121.10","192.168.122.20","55956","21","FTP","632",""
"4.191324","192.168.122.20","192.168.121.10","21","55956","TCP","633","630"
"4.191331","192.168.121.10","192.168.122.20","55956","21","FTP","634",""
"4.191468","192.168.122.20","192.168.121.10","21","55956","TCP","635","634"
"4.191756","192.168.121.10","192.168.122.20","55956","21","FTP","636",""
"4.198249","192.168.121.10","192.168.122.20","55956","21","FTP","637",""
"4.198530","192.168.122.20","192.168.121.10","21","55956","TCP","638","637"
"4.198540","192.168.121.10","192.168.122.20","55956","21","FTP","639",""
"4.198793","192.168.122.20","192.168.121.10","21","55956","TCP","640","639"
"4.199309","192.168.121.10","192.168.122.20","55956","21","FTP","641",""
"4.199447","192.168.122.20","192.168.121.10","21","55956","TCP","642","641"
"4.200395","192.168.121.10","192.168.122.20","55956","21","FTP","643",""
"4.200572","192.168.122.20","192.168.121.10","21","55956","TCP","644","643"
"4.201481","192.168.121.10","192.168.122.20","55956","21","FTP","645",""
"4.201617","192.168.122.20","192.168.121.10","21","55956","TCP","646","645"
"4.202563","192.168.121.10","192.168.122.20","55956","21","FTP","647",""
"4.202691","192.168.122.20","192.168.121.10","21","55956","TCP","648","647"
"4.203645","192.168.121.10","192.168.122.20","55956","21","FTP","649",""
"4.210247","192.168.121.10","192.168.122.20","55956","21","FTP","650",""
"4.210732","192.168.122.20","192.168.121.10","21","55956","TCP","651",""
"4.216960","192.168.121.10","192.168.122.20","55956","21","FTP","652",""
"4.222635","192.168.121.10","192.168.122.20","55956","21","FTP","653",""
"4.223162","192.168.122.20","192.168.121.10","21","55956","TCP","654",""
"4.223174","192.168.121.10","192.168.122.20","55956","21","FTP","655",""
"4.223425","192.168.122.20","192.168.121.10","21","55956","TCP","656","650"
"4.223432","192.168.121.10","192.168.122.20","55956","21","FTP","657",""
"4.223441","192.168.121.10","192.168.122.20","55956","21","FTP","658",""
"4.223628","192.168.122.20","192.168.121.10","21","55956","TCP","659","653"
"4.223635","192.168.122.20","192.168.121.10","21","55956","TCP","660","658"
"4.223695","192.168.121.10","192.168.122.20","55956","21","FTP","661",""
"4.223889","192.168.122.20","192.168.121.10","21","55956","TCP","662","661"
"4.224794","192.168.121.10","192.168.122.20","55956","21","FTP","663",""
"4.224948","192.168.122.20","192.168.121.10","21","55956","TCP","664","663"
"4.225870","192.168.121.10","192.168.122.20","55956","21","FTP","665",""
"4.226001","192.168.122.20","192.168.121.10","21","55956","TCP","666","665"
"4.226954","192.168.121.10","192.168.122.20","55956","21","FTP","667",""
"4.227085","192.168.122.20","192.168.121.10","21","55956","TCP","668","667"
"4.228037","192.168.121.10","192.168.122.20","55956","21","FTP","669",""
"4.228165","192.168.122.20","192.168.121.10","21","55956","TCP","670","669"
"4.229118","192.168.121.10","192.168.122.20","55956","21","FTP","671",""
"4.229296","192.168.122.20","192.168.121.10","21","55956","TCP","672","671"
"4.230200","192.168.121.10","192.168.122.20","55956","21","FTP","673",""
"4.230351","192.168.122.20","192.168.121.10","21","55956","TCP","674","673"
"4.231282","192.168.121.10","192.168.122.20","55956","21","FTP","675",""
"4.231443","192.168.122.20","192.168.121.10","21","55956","TCP","676","675"
"4.232366","192.168.121.10","192.168.122.20","55956","21","FTP","677",""
"4.232566","192.168.122.20","192.168.121.10","21","55956","TCP","678","677"
"4.233463","192.168.121.10","192.168.122.20","55956","21","FTP","679",""
"4.240029","192.168.121.10","192.168.122.20","55956","21","FTP","680",""
"4.240379","192.168.122.20","192.168.121.10","21","55956","TCP","681",""
"4.246832","192.168.121.10","192.168.122.20","55956","21","FTP","682",""
"4.247428","192.168.122.20","192.168.121.10","21","55956","TCP","683",""
"4.252493","192.168.121.10","192.168.122.20","55956","21","FTP","684",""
"4.253061","192.168.122.20","192.168.121.10","21","55956","TCP","685",""
"4.253073","192.168.121.10","192.168.122.20","55956","21","FTP","686",""
"4.253315","192.168.122.20","192.168.121.10","21","55956","TCP","687","684"
"4.253324","192.168.121.10","192.168.122.20","55956","21","FTP","688",""
"4.253468","192.168.122.20","192.168.121.10","21","55956","TCP","689","688"
"4.253548","192.168.121.10","192.168.122.20","55956","21","FTP","690",""
"4.253684","192.168.122.20","192.168.121.10","21","55956","TCP","691","690"
"4.254622","192.168.121.10","192.168.122.20","55956","21","FTP","692",""
"4.261125","192.168.121.10","192.168.122.20","55956","21","FTP","693",""
"4.261327","192.168.122.20","192.168.121.10","21","55956","TCP","694",""
"4.267881","192.168.121.10","192.168.122.20","55956","21","FTP","695",""
"4.268366","192.168.122.20","192.168.121.10","21","55956","TCP","696",""
"4.273558","192.168.121.10","192.168.122.20","55956","21","FTP","697",""
"4.274068","192.168.122.20","192.168.121.10","21","55956","TCP","698",""
"4.274081","192.168.121.10","192.168.122.20","55956","21","FTP","699",""
"4.274357","192.168.122.20","192.168.121.10","21","55956","TCP","700","697"
"4.274365","192.168.121.10","192.168.122.20","55956","21","FTP","701",""
"4.274512","192.168.122.20","192.168.121.10","21","55956","TCP","702","701"
"4.274614","192.168.121.10","192.168.122.20","55956","21","FTP","703",""
"4.274801","192.168.122.20","192.168.121.10","21","55956","TCP","704","703"
"4.275694","192.168.121.10","192.168.122.20","55956","21","FTP","705",""
"4.275821","192.168.122.20","192.168.121.10","21","55956","TCP","706","705"
"4.276777","192.168.121.10","192.168.122.20","55956","21","FTP","707",""
"4.276901","192.168.122.20","192.168.121.10","21","55956","TCP","708","707"
"4.277858","192.168.121.10","192.168.122.20","55956","21","FTP","709",""
"4.277978","192.168.122.20","192.168.121.10","21","55956","TCP","710","709"
"4.278943","192.168.121.10","192.168.122.20","55956","21","FTP","711",""
"4.285452","192.168.121.10","192.168.122.20","55956","21","FTP","712",""
"4.292311","192.168.121.10","192.168.122.20","55956","21","FTP","713",""
"4.292747","192.168.122.20","192.168.121.10","21","55956","TCP","714","711"
"4.292759","192.168.121.10","192.168.122.20","55956","21","FTP","715",""
"4.299030","192.168.121.10","192.168.122.20","55956","21","FTP","716",""
"4.305699","192.168.121.10","192.168.122.20","55956","21","FTP","717",""
"4.306025","192.168.122.20","192.168.121.10","21","55956","TCP","718",""
"4.306041","192.168.121.10","192.168.122.20","55956","21","FTP","719",""
"4.506292","192.168.121.10","192.168.122.20","55956","21","FTP","720",""
"4.506732","192.168.122.20","192.168.121.10","21","55956","TCP","721","713"
"4.506751","192.168.121.10","192.168.122.20","55956","21","FTP","722",""
"4.506763","192.168.121.10","192.168.122.20","55956","21","FTP","723",""
"4.507062","192.168.122.20","192.168.121.10","21","55956","TCP","724","717"
"4.507071","192.168.121.10","192.168.122.20","55956","21","FTP","725",""
"4.507225","192.168.122.20","192.168.121.10","21","55956","TCP","726","725"
"4.507233","192.168.121.10","192.168.122.20","55956","21","FTP","727",""
"4.507243","192.168.121.10","192.168.122.20","55956","21","FTP","728",""
"4.507365","192.168.122.20","192.168.121.10","21","55956","TCP","729","728"
"4.507372","192.168.121.10","192.168.122.20","55956","21","FTP","730",""
"4.507380","192.168.121.10","192.168.122.20","55956","21","FTP","731",""
"4.507498","192.168.122.20","192.168.121.10","21","55956","TCP","732","730"
"4.507504","192.168.121.10","192.168.122.20","55956","21","FTP","733",""
"4.507621","192.168.122.20","192.168.121.10","21","55956","TCP","734",""
"4.507643","192.168.121.10","192.168.122.20","55956","21","FTP","735",""
"4.730267","192.168.121.10","192.168.122.20","55956","21","FTP","736",""
"4.732113","192.168.122.20","192.168.121.10","21","55956","TCP","737","735"
"4.732153","192.168.121.10","192.168.122.20","55956","21","FTP","738",""
"4.732170","192.168.121.10","192.168.122.20","55956","21","FTP","739",""
"4.732865","192.168.122.20","192.168.121.10","21","55956","TCP","740","739"
"4.732897","192.168.121.10","192.168.122.20","55956","21","FTP","741",""
"4.732907","192.168.121.10","192.168.122.20","55956","21","FTP","742",""
"4.733179","192.168.122.20","192.168.121.10","21","55956","TCP","743","742"
"4.733185","192.168.121.10","192.168.122.20","55956","21","FTP","744",""
"4.733191","192.168.121.10","192.168.122.20","55956","21","FTP","745",""
"4.733427","192.168.122.20","192.168.121.10","21","55956","TCP","746","745"
"4.733430","192.168.121.10","192.168.122.20","55956","21","FTP","747",""
"4.733435","192.168.121.10","192.168.122.20","55956","21","FTP","748",""
"4.754299","192.168.121.10","192.168.122.20","55956","21","FTP","749",""
"4.754820","192.168.122.20","192.168.121.10","21","55956","TCP","750",""
"4.754837","192.168.121.10","192.168.122.20","55956","21","FTP","751",""
"4.966306","192.168.121.10","192.168.122.20","55956","21","FTP","752",""
"4.967015","192.168.122.20","192.168.121.10","21","55956","TCP","753","751"
"4.967417","192.168.121.10","192.168.122.20","55956","21","FTP","754",""
"4.967452","192.168.121.10","192.168.122.20","55956","21","FTP","755",""
"4.967752","192.168.122.20","192.168.121.10","21","55956","TCP","756","754"
"4.967775","192.168.121.10","192.168.122.20","55956","21","FTP","757",""
"4.967795","192.168.121.10","192.168.122.20","55956","21","FTP","758",""
"4.967800","192.168.122.20","192.168.121.10","21","55956","TCP","759","755"
"4.967809","192.168.121.10","192.168.122.20","55956","21","FTP","760",""
"4.967832","192.168.121.10","192.168.122.20","55956","21","FTP","761",""
"4.968044","192.168.122.20","192.168.121.10","21","55956","TCP","762",""
"4.968063","192.168.121.10","192.168.122.20","55956","21","FTP","763",""
"4.968087","192.168.121.10","192.168.122.20","55956","21","FTP","764",""
"4.968102","192.168.122.20","192.168.121.10","21","55956","TCP","765",""
"4.968110","192.168.121.10","192.168.122.20","55956","21","FTP","766",""
"4.968124","192.168.122.20","192.168.121.10","21","55956","TCP","767",""
"4.968131","192.168.121.10","192.168.122.20","55956","21","FTP","768",""
"4.969099","192.168.122.20","192.168.121.10","21","55956","TCP","769","761"
"4.969118","192.168.121.10","192.168.122.20","55956","21","FTP","770",""
"4.969129","192.168.121.10","192.168.122.20","55956","21","FTP","771",""
"4.969134","192.168.122.20","192.168.121.10","21","55956","TCP","772","768"
"4.969140","192.168.121.10","192.168.122.20","55956","21","FTP","773",""
"4.969143","192.168.121.10","192.168.122.20","55956","21","FTP","774",""
"4.969346","192.168.122.20","192.168.121.10","21","55956","TCP","775","770"
"4.969355","192.168.121.10","192.168.122.20","55956","21","FTP","776",""
"4.969362","192.168.122.20","192.168.121.10","21","55956","TCP","777","774"
"4.969364","192.168.121.10","192.168.122.20","55956","21","FTP","778",""
"4.969366","192.168.121.10","192.168.122.20","55956","21","FTP","779",""
"4.969369","192.168.121.10","192.168.122.20","55956","21","FTP","780",""
"4.969819","192.168.122.20","192.168.121.10","21","55956","TCP","781","776"
"4.969850","192.168.121.10","192.168.122.20","55956","21","FTP","782",""
"4.969869","192.168.122.20","192.168.121.10","21","55956","TCP","783","779"
"4.969875","192.168.121.10","192.168.122.20","55956","21","FTP","784",""
