Time,Source,Destiny,SrcPort,DstPort,Protocol,Frame,Ack
3.079169,1,192.168.121.10,21,55956,TCP,437,
3.079495,1,192.168.121.10,21,55956,TCP,439,436
3.079765,1,192.168.121.10,21,55956,TCP,441,440
3.080005,1,192.168.121.10,21,55956,TCP,443,442
3.081025,1,192.168.121.10,21,55956,TCP,445,444
3.082092,1,192.168.121.10,21,55956,TCP,447,446
3.090473,1,192.168.121.10,21,55956,TCP,450,
3.096392,1,192.168.121.10,21,55956,TCP,452,
3.101756,1,192.168.121.10,21,55956,TCP,454,
3.101956,1,192.168.121.10,21,55956,TCP,456,453
3.102100,1,192.168.121.10,21,55956,TCP,458,457
3.102618,1,192.168.121.10,21,55956,TCP,460,459
3.110928,1,192.168.121.10,21,55956,TCP,463,
3.123277,1,192.168.121.10,21,55956,TCP,466,
3.123475,1,192.168.121.10,21,55956,TCP,468,462
3.123654,1,192.168.121.10,21,55956,TCP,471,465
3.123660,1,192.168.121.10,21,55956,TCP,472,470
3.124027,1,192.168.121.10,21,55956,TCP,474,473
3.125262,1,192.168.121.10,21,55956,TCP,476,475
3.127284,1,192.168.121.10,21,55956,TCP,478,477
3.127926,1,192.168.121.10,21,55956,TCP,480,479
3.135537,1,192.168.121.10,21,55956,TCP,483,
3.142134,1,192.168.121.10,21,55956,TCP,485,
3.738822,1,192.168.121.10,21,55956,TCP,489,486
3.739202,1,192.168.121.10,21,55956,TCP,492,490
3.739234,1,192.168.121.10,21,55956,TCP,495,491
3.739432,1,192.168.121.10,21,55956,TCP,498,493
3.739455,1,192.168.121.10,21,55956,TCP,501,
3.739607,1,192.168.121.10,21,55956,TCP,503,
3.739628,1,192.168.121.10,21,55956,TCP,506,
3.739635,1,192.168.121.10,21,55956,TCP,508,494
3.739796,1,192.168.121.10,21,55956,TCP,510,504
3.740047,1,192.168.121.10,21,55956,TCP,512,
3.740197,1,192.168.121.10,21,55956,TCP,515,
3.740211,1,192.168.121.10,21,55956,TCP,517,
3.740330,1,192.168.121.10,21,55956,TCP,519,
3.740445,1,192.168.121.10,21,55956,TCP,522,
4.134910,1,192.168.121.10,21,55956,TCP,527,524
4.135688,1,192.168.121.10,21,55956,TCP,532,528
4.135884,1,192.168.121.10,21,55956,TCP,534,529
4.135935,1,192.168.121.10,21,55956,TCP,537,
4.136174,1,192.168.121.10,21,55956,TCP,539,
4.136201,1,192.168.121.10,21,55956,TCP,541,
4.136423,1,192.168.121.10,21,55956,TCP,543,533
4.136565,1,192.168.121.10,21,55956,TCP,547,544
4.136588,1,192.168.121.10,21,55956,TCP,549,
4.136621,1,192.168.121.10,21,55956,TCP,552,
4.136744,1,192.168.121.10,21,55956,TCP,554,
4.136832,1,192.168.121.10,21,55956,TCP,556,548
4.136906,1,192.168.121.10,21,55956,TCP,559,551
4.137079,1,192.168.121.10,21,55956,TCP,561,
4.137118,1,192.168.121.10,21,55956,TCP,564,
4.137136,1,192.168.121.10,21,55956,TCP,566,
4.137681,1,192.168.121.10,21,55956,TCP,568,
4.138310,1,192.168.121.10,21,55956,TCP,571,
4.138345,1,192.168.121.10,21,55956,TCP,573,
4.138557,1,192.168.121.10,21,55956,TCP,575,
4.138589,1,192.168.121.10,21,55956,TCP,578,
4.138780,1,192.168.121.10,21,55956,TCP,580,579
4.138964,1,192.168.121.10,21,55956,TCP,583,581
4.138982,1,192.168.121.10,21,55956,TCP,586,582
4.139152,1,192.168.121.10,21,55956,TCP,588,584
4.139161,1,192.168.121.10,21,55956,TCP,590,585
4.139164,1,192.168.121.10,21,55956,TCP,591,587
4.139250,1,192.168.121.10,21,55956,TCP,592,589
4.140090,1,192.168.121.10,21,55956,TCP,594,593
4.141160,1,192.168.121.10,21,55956,TCP,596,595
4.142281,1,192.168.121.10,21,55956,TCP,598,597
4.143337,1,192.168.121.10,21,55956,TCP,600,599
4.151167,1,192.168.121.10,21,55956,TCP,603,
4.163708,1,192.168.121.10,21,55956,TCP,606,
4.163941,1,192.168.121.10,21,55956,TCP,608,605
4.164096,1,192.168.121.10,21,55956,TCP,610,609
4.164412,1,192.168.121.10,21,55956,TCP,612,611
4.165485,1,192.168.121.10,21,55956,TCP,614,613
4.166559,1,192.168.121.10,21,55956,TCP,616,615
4.167665,1,192.168.121.10,21,55956,TCP,618,617
4.168740,1,192.168.121.10,21,55956,TCP,620,619
4.169821,1,192.168.121.10,21,55956,TCP,622,621
4.170900,1,192.168.121.10,21,55956,TCP,624,623
4.178645,1,192.168.121.10,21,55956,TCP,627,
4.185603,1,192.168.121.10,21,55956,TCP,629,
4.191103,1,192.168.121.10,21,55956,TCP,631,
4.191324,1,192.168.121.10,21,55956,TCP,633,630
4.191468,1,192.168.121.10,21,55956,TCP,635,634
4.198530,1,192.168.121.10,21,55956,TCP,638,637
4.198793,1,192.168.121.10,21,55956,TCP,640,639
4.199447,1,192.168.121.10,21,55956,TCP,642,641
4.200572,1,192.168.121.10,21,55956,TCP,644,643
4.201617,1,192.168.121.10,21,55956,TCP,646,645
4.202691,1,192.168.121.10,21,55956,TCP,648,647
4.210732,1,192.168.121.10,21,55956,TCP,651,
4.223162,1,192.168.121.10,21,55956,TCP,654,
4.223425,1,192.168.121.10,21,55956,TCP,656,650
4.223628,1,192.168.121.10,21,55956,TCP,659,653
4.223635,1,192.168.121.10,21,55956,TCP,660,658
4.223889,1,192.168.121.10,21,55956,TCP,662,661
4.224948,1,192.168.121.10,21,55956,TCP,664,663
4.226001,1,192.168.121.10,21,55956,TCP,666,665
4.227085,1,192.168.121.10,21,55956,TCP,668,667
4.228165,1,192.168.121.10,21,55956,TCP,670,669
4.229296,1,192.168.121.10,21,55956,TCP,672,671
4.230351,1,192.168.121.10,21,55956,TCP,674,673
4.231443,1,192.168.121.10,21,55956,TCP,676,675
4.232566,1,192.168.121.10,21,55956,TCP,678,677
4.240379,1,192.168.121.10,21,55956,TCP,681,
4.247428,1,192.168.121.10,21,55956,TCP,683,
4.253061,1,192.168.121.10,21,55956,TCP,685,
4.253315,1,192.168.121.10,21,55956,TCP,687,684
4.253468,1,192.168.121.10,21,55956,TCP,689,688
4.253684,1,192.168.121.10,21,55956,TCP,691,690
4.261327,1,192.168.121.10,21,55956,TCP,694,
4.268366,1,192.168.121.10,21,55956,TCP,696,
4.274068,1,192.168.121.10,21,55956,TCP,698,
4.274357,1,192.168.121.10,21,55956,TCP,700,697
4.274512,1,192.168.121.10,21,55956,TCP,702,701
4.274801,1,192.168.121.10,21,55956,TCP,704,703
4.275821,1,192.168.121.10,21,55956,TCP,706,705
4.276901,1,192.168.121.10,21,55956,TCP,708,707
4.277978,1,192.168.121.10,21,55956,TCP,710,709
4.292747,1,192.168.121.10,21,55956,TCP,714,711
4.306025,1,192.168.121.10,21,55956,TCP,718,
4.506732,1,192.168.121.10,21,55956,TCP,721,713
4.507062,1,192.168.121.10,21,55956,TCP,724,717
4.507225,1,192.168.121.10,21,55956,TCP,726,725
4.507365,1,192.168.121.10,21,55956,TCP,729,728
4.507498,1,192.168.121.10,21,55956,TCP,732,730
4.507621,1,192.168.121.10,21,55956,TCP,734,
4.732113,1,192.168.121.10,21,55956,TCP,737,735
4.732865,1,192.168.121.10,21,55956,TCP,740,739
4.733179,1,192.168.121.10,21,55956,TCP,743,742
4.733427,1,192.168.121.10,21,55956,TCP,746,745
4.754820,1,192.168.121.10,21,55956,TCP,750,
4.967015,1,192.168.121.10,21,55956,TCP,753,751
4.967752,1,192.168.121.10,21,55956,TCP,756,754
4.967800,1,192.168.121.10,21,55956,TCP,759,755
4.968044,1,192.168.121.10,21,55956,TCP,762,
4.968102,1,192.168.121.10,21,55956,TCP,765,
4.968124,1,192.168.121.10,21,55956,TCP,767,
4.969099,1,192.168.121.10,21,55956,TCP,769,761
4.969134,1,192.168.121.10,21,55956,TCP,772,768
4.969346,1,192.168.121.10,21,55956,TCP,775,770
4.969362,1,192.168.121.10,21,55956,TCP,777,774
4.969819,1,192.168.121.10,21,55956,TCP,781,776
4.969869,1,192.168.121.10,21,55956,TCP,783,779
4.970141,1,192.168.121.10,21,55956,TCP,786,
4.970195,1,192.168.121.10,21,55956,TCP,791,
4.971731,1,192.168.121.10,21,55956,TCP,793,788
4.972348,1,192.168.121.10,21,55956,TCP,796,
4.973063,1,192.168.121.10,21,55956,TCP,798,
4.973173,1,192.168.121.10,21,55956,TCP,801,
4.973437,1,192.168.121.10,21,55956,TCP,803,794
4.973490,1,192.168.121.10,21,55956,TCP,805,
4.973692,1,192.168.121.10,21,55956,TCP,807,
4.973759,1,192.168.121.10,21,55956,TCP,810,806
4.973955,1,192.168.121.10,21,55956,TCP,812,
4.974087,1,192.168.121.10,21,55956,TCP,814,811
4.974321,1,192.168.121.10,21,55956,TCP,817,815
4.974372,1,192.168.121.10,21,55956,TCP,820,816
4.974574,1,192.168.121.10,21,55956,TCP,822,818
4.974627,1,192.168.121.10,21,55956,TCP,824,819
4.974756,1,192.168.121.10,21,55956,TCP,826,821
5.190897,1,192.168.121.10,21,55956,TCP,830,828
5.191219,1,192.168.121.10,21,55956,TCP,834,831
5.191244,1,192.168.121.10,21,55956,TCP,836,832
5.191249,1,192.168.121.10,21,55956,TCP,838,833
5.191403,1,192.168.121.10,21,55956,TCP,840,835
5.191422,1,192.168.121.10,21,55956,TCP,842,839
5.191571,1,192.168.121.10,21,55956,TCP,845,841
5.191589,1,192.168.121.10,21,55956,TCP,848,843
5.191594,1,192.168.121.10,21,55956,TCP,850,844
5.191747,1,192.168.121.10,21,55956,TCP,852,846
5.191766,1,192.168.121.10,21,55956,TCP,855,
5.191776,1,192.168.121.10,21,55956,TCP,857,
5.191786,1,192.168.121.10,21,55956,TCP,859,851
5.192137,1,192.168.121.10,21,55956,TCP,860,
5.192183,1,192.168.121.10,21,55956,TCP,863,
5.192192,1,192.168.121.10,21,55956,TCP,865,
5.192459,1,192.168.121.10,21,55956,TCP,866,856
5.192502,1,192.168.121.10,21,55956,TCP,870,864
5.192773,1,192.168.121.10,21,55956,TCP,872,867
5.192799,1,192.168.121.10,21,55956,TCP,874,868
5.192815,1,192.168.121.10,21,55956,TCP,876,871
5.193023,1,192.168.121.10,21,55956,TCP,878,873
5.193049,1,192.168.121.10,21,55956,TCP,881,875
5.193065,1,192.168.121.10,21,55956,TCP,883,877
5.193242,1,192.168.121.10,21,55956,TCP,884,880
5.193284,1,192.168.121.10,21,55956,TCP,885,882
5.193912,1,192.168.121.10,21,55956,TCP,887,886
5.195170,1,192.168.121.10,21,55956,TCP,889,888
5.196313,1,192.168.121.10,21,55956,TCP,891,890
5.197500,1,192.168.121.10,21,55956,TCP,893,892
5.198507,1,192.168.121.10,21,55956,TCP,895,894
5.213072,1,192.168.121.10,21,55956,TCP,899,898
5.226778,1,192.168.121.10,21,55956,TCP,903,902
5.227030,1,192.168.121.10,21,55956,TCP,905,904
5.227502,1,192.168.121.10,21,55956,TCP,907,906
5.228556,1,192.168.121.10,21,55956,TCP,909,908
5.243391,1,192.168.121.10,21,55956,TCP,913,
5.248991,1,192.168.121.10,21,55956,TCP,915,
5.249204,1,192.168.121.10,21,55956,TCP,917,914
5.249336,1,192.168.121.10,21,55956,TCP,919,918
5.249810,1,192.168.121.10,21,55956,TCP,921,920
5.250846,1,192.168.121.10,21,55956,TCP,923,922
5.251961,1,192.168.121.10,21,55956,TCP,925,924
5.253030,1,192.168.121.10,21,55956,TCP,927,926
5.260958,1,192.168.121.10,21,55956,TCP,930,
5.267879,1,192.168.121.10,21,55956,TCP,932,
5.273571,1,192.168.121.10,21,55956,TCP,934,
5.273887,1,192.168.121.10,21,55956,TCP,936,933
5.274084,1,192.168.121.10,21,55956,TCP,938,937
5.274217,1,192.168.121.10,21,55956,TCP,940,939
5.275310,1,192.168.121.10,21,55956,TCP,942,941
5.276408,1,192.168.121.10,21,55956,TCP,944,943
5.284426,1,192.168.121.10,21,55956,TCP,947,
5.291439,1,192.168.121.10,21,55956,TCP,949,
5.297208,1,192.168.121.10,21,55956,TCP,951,
5.498810,1,192.168.121.10,21,55956,TCP,954,950
5.499073,1,192.168.121.10,21,55956,TCP,957,956
5.499267,1,192.168.121.10,21,55956,TCP,960,
5.499404,1,192.168.121.10,21,55956,TCP,962,
5.499528,1,192.168.121.10,21,55956,TCP,964,
5.702811,1,192.168.121.10,21,55956,TCP,967,963
5.703163,1,192.168.121.10,21,55956,TCP,970,969
5.703424,1,192.168.121.10,21,55956,TCP,973,972
5.742822,1,192.168.121.10,21,55956,TCP,977,976
5.743128,1,192.168.121.10,21,55956,TCP,980,978
5.743326,1,192.168.121.10,21,55956,TCP,983,
5.743345,1,192.168.121.10,21,55956,TCP,985,
5.743479,1,192.168.121.10,21,55956,TCP,987,982
5.743606,1,192.168.121.10,21,55956,TCP,990,
5.743760,1,192.168.121.10,21,55956,TCP,992,991
5.743881,1,192.168.121.10,21,55956,TCP,994,
5.744109,1,192.168.121.10,21,55956,TCP,996,993
5.744269,1,192.168.121.10,21,55956,TCP,999,997
5.744286,1,192.168.121.10,21,55956,TCP,1002,998
5.744468,1,192.168.121.10,21,55956,TCP,1005,1000
5.744486,1,192.168.121.10,21,55956,TCP,1008,
5.744498,1,192.168.121.10,21,55956,TCP,1010,1003
5.744505,1,192.168.121.10,21,55956,TCP,1012,1004
5.744667,1,192.168.121.10,21,55956,TCP,1014,1006
5.744680,1,192.168.121.10,21,55956,TCP,1016,1007
5.744755,1,192.168.121.10,21,55956,TCP,1018,1011
5.744773,1,192.168.121.10,21,55956,TCP,1021,1013
5.744905,1,192.168.121.10,21,55956,TCP,1023,1015
5.744919,1,192.168.121.10,21,55956,TCP,1025,1017
5.744976,1,192.168.121.10,21,55956,TCP,1027,
5.744990,1,192.168.121.10,21,55956,TCP,1029,
5.745110,1,192.168.121.10,21,55956,TCP,1033,
5.745126,1,192.168.121.10,21,55956,TCP,1035,
5.745192,1,192.168.121.10,21,55956,TCP,1037,1028
5.745197,1,192.168.121.10,21,55956,TCP,1038,
5.745199,1,192.168.121.10,21,55956,TCP,1039,
5.745303,1,192.168.121.10,21,55956,TCP,1040,
5.751398,1,192.168.121.10,21,55956,TCP,1042,
5.751701,1,192.168.121.10,21,55956,TCP,1044,1041
5.751843,1,192.168.121.10,21,55956,TCP,1046,1045
5.752441,1,192.168.121.10,21,55956,TCP,1048,1047
5.753518,1,192.168.121.10,21,55956,TCP,1050,1049
5.754597,1,192.168.121.10,21,55956,TCP,1052,1051
5.762631,1,192.168.121.10,21,55956,TCP,1055,
5.769476,1,192.168.121.10,21,55956,TCP,1057,
5.775294,1,192.168.121.10,21,55956,TCP,1059,
5.775658,1,192.168.121.10,21,55956,TCP,1061,1058
5.788426,1,192.168.121.10,21,55956,TCP,1065,
5.794152,1,192.168.121.10,21,55956,TCP,1067,
5.994872,1,192.168.121.10,21,55956,TCP,1070,1062
5.995241,1,192.168.121.10,21,55956,TCP,1073,
5.995432,1,192.168.121.10,21,55956,TCP,1075,
5.995601,1,192.168.121.10,21,55956,TCP,1077,
5.995730,1,192.168.121.10,21,55956,TCP,1079,
5.995855,1,192.168.121.10,21,55956,TCP,1081,
5.995997,1,192.168.121.10,21,55956,TCP,1083,
5.996104,1,192.168.121.10,21,55956,TCP,1085,
5.996220,1,192.168.121.10,21,55956,TCP,1088,1084
5.996361,1,192.168.121.10,21,55956,TCP,1091,1089
5.996378,1,192.168.121.10,21,55956,TCP,1093,1090
5.996498,1,192.168.121.10,21,55956,TCP,1096,
5.996527,1,192.168.121.10,21,55956,TCP,1102,
5.996659,1,192.168.121.10,21,55956,TCP,1104,1097
5.996680,1,192.168.121.10,21,55956,TCP,1106,1095
5.996694,1,192.168.121.10,21,55956,TCP,1108,1103
5.996782,1,192.168.121.10,21,55956,TCP,1109,1105
5.996803,1,192.168.121.10,21,55956,TCP,1110,1107
5.996897,1,192.168.121.10,21,55956,TCP,1112,1111
5.997975,1,192.168.121.10,21,55956,TCP,1114,1113
5.999029,1,192.168.121.10,21,55956,TCP,1116,1115
6.000149,1,192.168.121.10,21,55956,TCP,1119,1118
6.008129,1,192.168.121.10,21,55956,TCP,1122,
6.020693,1,192.168.121.10,21,55956,TCP,1125,
6.020911,1,192.168.121.10,21,55956,TCP,1127,1124
6.021044,1,192.168.121.10,21,55956,TCP,1129,1128
6.021420,1,192.168.121.10,21,55956,TCP,1131,1130
6.029257,1,192.168.121.10,21,55956,TCP,1134,
6.041741,1,192.168.121.10,21,55956,TCP,1137,
6.042084,1,192.168.121.10,21,55956,TCP,1139,1133
6.042329,1,192.168.121.10,21,55956,TCP,1142,1136
6.047890,1,192.168.121.10,21,55956,TCP,1144,
6.054604,1,192.168.121.10,21,55956,TCP,1146,
6.086999,1,192.168.121.10,21,55956,TCP,1150,
6.087269,1,192.168.121.10,21,55956,TCP,1152,1149
6.087413,1,192.168.121.10,21,55956,TCP,1154,1153
6.087768,1,192.168.121.10,21,55956,TCP,1156,1155
6.088898,1,192.168.121.10,21,55956,TCP,1158,1157
6.089947,1,192.168.121.10,21,55956,TCP,1160,1159
6.091000,1,192.168.121.10,21,55956,TCP,1162,1161
6.092204,1,192.168.121.10,21,55956,TCP,1164,1163
6.093217,1,192.168.121.10,21,55956,TCP,1166,1165
6.094279,1,192.168.121.10,21,55956,TCP,1168,1167
6.095404,1,192.168.121.10,21,55956,TCP,1170,1169
6.109622,1,192.168.121.10,21,55956,TCP,1174,1171
6.109813,1,192.168.121.10,21,55956,TCP,1176,
6.116156,1,192.168.121.10,21,55956,TCP,1178,
6.116325,1,192.168.121.10,21,55956,TCP,1180,1177
6.116444,1,192.168.121.10,21,55956,TCP,1182,1181
6.123813,1,192.168.121.10,21,55956,TCP,1185,1184
6.123968,1,192.168.121.10,21,55956,TCP,1187,1186
6.124651,1,192.168.121.10,21,55956,TCP,1189,1188
6.132658,1,192.168.121.10,21,55956,TCP,1192,1191
6.132860,1,192.168.121.10,21,55956,TCP,1194,1193
